Black Panther,fantasy,action,adventure
Avengers Endgame,fantasy,adventure,sci fi,action
Us,horror,mystery and thriller
Toy Story,fantasy,kids and family,animation,adventure,comedy
Lady Bird,drama,comedy
Citizen Kane,drama
Mission Impossible  Fallout,adventure,mystery and thriller,action
The Wizard of Oz,musical,kids and family,fantasy
BlacKkKlansman,drama,comedy,crime
Get Out,horror,mystery and thriller,comedy
The Irishman,drama,crime
Mad Max Fury Road,adventure,action
SpiderMan Into the SpiderVerse,fantasy,comedy,kids and family,animation,adventure,action
Casablanca,drama
Moonlight,drama
A Star Is Born,drama,music,romance
Wonder Woman,adventure,action,fantasy
Dunkirk,drama,war,history
Inside Out,comedy,fantasy,kids and family,animation
The Farewell,drama,comedy
A Quiet Place,horror,mystery and thriller
Modern Times,comedy
Eighth Grade,drama,comedy
It Happened One Night,romance
Booksmart,comedy
A Night at the Opera,comedy
Roma,drama
The Third Man,mystery and thriller
Coco,music,kids and family,animation,adventure,comedy
Thor Ragnarok,fantasy,comedy,sci fi,adventure,action
The Shape of Water,fantasy,romance
Spotlight,drama
Selma,drama,history
The Godfather,drama,crime
La Grande illusion Grand Illusion,drama,war
Arrival,drama,sci fi,mystery and thriller
Singin in the Rain,comedy,musical
Snow White and the Seven Dwarfs,fantasy,animation,kids and family
Logan,fantasy,adventure,action
The Cabinet of Dr Caligari Das Cabinet des Dr Caligari,horror
Double Indemnity,drama,crime
The Favourite,drama,comedy
The Big Sick,romance
SpiderMan Far From Home,fantasy,adventure,action,comedy
ET The ExtraTerrestrial,adventure,sci fi,kids and family
Star Wars The Last Jedi,fantasy,adventure,sci fi,action
All About Eve,drama
Shadow of a Doubt,drama,mystery and thriller,crime
The Kid,drama,comedy
Paddington,adventure,kids and family,comedy
The Shawshank Redemption,drama
The Godfather,crime,drama
The Godfather: Part II,crime,drama
The Dark Knight,action,crime,drama,thriller
12 Angry Men,crime,drama
Schindler's List,biography,drama,history
The Lord of the Rings: The Return of the King,action,adventure,drama,fantasy
Pulp Fiction,crime,drama
"The Good, the Bad and the Ugly",western
The Lord of the Rings: The Fellowship of the Ring,action,adventure,drama,fantasy
Fight Club,drama
Forrest Gump,drama,romance
Inception,action,adventure,sci-fi,thriller
The Lord of the Rings: The Two Towers,action,adventure,drama,fantasy
Star Wars: Episode V - The Empire Strikes Back,action,adventure,fantasy,sci-fi
The Matrix,action,sci-fi
Goodfellas,biography,crime,drama
One Flew Over the Cuckoo's Nest,drama
Seven Samurai,action,adventure,drama
Se7en,crime,drama,mystery,thriller
Life Is Beautiful,comedy,drama,romance,war
City of God,crime,drama
The Silence of the Lambs,crime,drama,thriller
It's a Wonderful Life,drama,family,fantasy
Star Wars: Episode IV - A New Hope,action,adventure,fantasy,sci-fi
Saving Private Ryan,drama,war
Spirited Away,animation,adventure,family,fantasy,mystery
The Green Mile,crime,drama,fantasy,mystery
Interstellar,adventure,drama,sci-fi
Parasite,comedy,drama,thriller
Léon: The Professional,action,crime,drama,thriller
The Usual Suspects,crime,mystery,thriller
Hara-Kiri,action,drama,mystery
The Lion King,animation,adventure,drama,family,musical
The Pianist,biography,drama,music,war
Back to the Future,adventure,comedy,sci-fi
Terminator 2: Judgment Day,action,sci-fi
American History X,drama
Modern Times,comedy,drama,family,romance
Psycho,horror,mystery,thriller
Gladiator,action,adventure,drama
City Lights,comedy,drama,romance
The Departed,crime,drama,thriller
The Intouchables,biography,comedy,drama
Whiplash,drama,music
The Prestige,drama,mystery,sci-fi,thriller
Grave of the Fireflies,animation,drama,war
Once Upon a Time in the West,western
Hamilton,biography,drama,history,musical
Casablanca,drama,romance,war
Citizen Kane,drama,mystery
The Godfather,drama,thriller,crime
Rear Window,mystery,thriller
Casablanca,drama,romance,war
Boyhood,drama
Three Colors: Red,drama,mystery,romance
Vertigo,mystery,thriller,romance
Notorious,drama,thriller,romance,film-noir
Singin' in the Rain,comedy,romance,musical
City Lights,drama,comedy,romance
Moonlight,drama
Intolerance,drama,history
Pinocchio,fantasy,comedy,animation,family,musical
Touch of Evil,drama,thriller,crime,film-noir
The Treasure of the Sierra Madre,adventure,drama,western
Pan's Labyrinth,drama,mystery,thriller,fantasy,war
Some Like It Hot,comedy,romance
North by Northwest,action,adventure,mystery,thriller
Hoop Dreams,drama,sport,documentary
Rashomon,drama,mystery,crime
All About Eve,drama
Jules and Jim,drama,romance
The Wild Bunch,action,adventure,western
My Left Foot,biography,drama
The Third Man,mystery,thriller,film-noir
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,drama,thriller
Nomadland,drama
Gone with the Wind,drama,history,romance,war
"4 Months, 3 Weeks and 2 Days",drama
Psycho,mystery,thriller,horror
Battleship Potemkin,drama,history,thriller,war
A Streetcar Named Desire,drama
American Graffiti,drama,comedy
Dumbo,drama,animation,family,musical
Roma,drama
Ran,action,drama,war
The Shop Around the Corner,drama,comedy,romance
12 Angry Men,drama,crime
Manchester by the Sea,drama
Rosemary's Baby,drama,horror
The Maltese Falcon,mystery,film-noir
12 Years a Slave,biography,drama,history
Killer of Sheep,drama
Rocks,drama
Nashville,drama,comedy,music
Ratatouille,fantasy,comedy,animation,family
Parasite,drama,thriller,comedy
Don't Look Now,drama,thriller,horror
The Grapes of Wrath,drama,history
Children of Paradise (1945),drama,romance
